No,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,TradePrice,FloorPlan,Area,AreaIsGreaterFlag,UnitPrice,PricePerTsubo,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Year,Quarter,Renovation,Remarks
49,Residential Land(Land and Building),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeono,Gifu,24,24,24,17000000,,360,0,,,Irregular Shaped,27.0,False,630,0,1985,0,S,"Office, Warehouse",,West,City Road,4.5,Category I Residential Zone,60.0,200.0,1st quarter 2014,2014,1,,Dealings in which auction or arbiter participates
50,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,5200000,,115,0,44000.0,150000.0,Rectangular Shaped,7.0,False,,0,,0,,,,South,City Road,22.0,Commercial Zone,80.0,400.0,3rd quarter 2019,2019,3,,
51,Residential Land(Land and Building),Commercial Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,8800000,,220,0,,,Rectangular Shaped,9.0,False,240,0,1984,0,,"Warehouse, Shop",Shop,North,City Road,5.8,Commercial Zone,80.0,400.0,3rd quarter 2019,2019,3,,Dealings of adjacent land
52,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,18000000,,470,0,39000.0,130000.0,Rectangular Shaped,22.0,False,,0,,0,,,,North,City Road,5.5,Commercial Zone,80.0,400.0,3rd quarter 2019,2019,3,,
53,Residential Land(Land Only),Potential Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,25000000,,560,0,45000.0,150000.0,Rectangular Shaped,24.0,False,,0,,0,,,,South,City Road,3.0,Commercial Zone,80.0,400.0,3rd quarter 2018,2018,3,,
54,Residential Land(Land and Building),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,21000000,,190,0,,,Rectangular Shaped,11.0,False,105,0,2018,0,W,House,House,West,City Road,5.6,Category I Residential Zone,60.0,200.0,2nd quarter 2018,2018,2,,
55,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,8400000,,200,0,42000.0,140000.0,Rectangular Shaped,8.0,False,,0,,0,,,House,North,City Road,4.7,Commercial Zone,80.0,400.0,2nd quarter 2018,2018,2,,
56,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,20000000,,500,0,40000.0,130000.0,Rectangular Shaped,24.0,False,,0,,0,,,,North,City Road,6.0,Commercial Zone,80.0,400.0,2nd quarter 2018,2018,2,,
57,Residential Land(Land and Building),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,22000000,,200,0,,,Semi-rectangular Shaped,18.0,False,105,0,2018,0,W,House,House,North,City Road,5.6,Category I Residential Zone,60.0,200.0,1st quarter 2018,2018,1,,
58,Residential Land(Land and Building),Commercial Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,31000000,,190,0,,,Irregular Shaped,8.0,False,135,0,2018,0,W,House,House,North,City Road,24.0,Commercial Zone,80.0,400.0,1st quarter 2018,2018,1,,
59,Residential Land(Land and Building),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,23000000,,240,0,,,Semi-trapezoidal Shaped,9.0,False,105,0,2017,0,W,House,House,North,City Road,4.5,Commercial Zone,80.0,400.0,3rd quarter 2017,2017,3,,
60,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,11000000,,290,0,38000.0,130000.0,Rectangular Shaped,14.0,False,,0,,0,,,,North,City Road,6.0,Commercial Zone,80.0,400.0,2nd quarter 2017,2017,2,,
61,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,12000000,,240,0,50000.0,170000.0,Semi-rectangular Shaped,24.0,False,,0,,0,,,,West,City Road,6.5,Commercial Zone,80.0,400.0,2nd quarter 2017,2017,2,,
62,Residential Land(Land and Building),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,28000000,,140,0,,,Semi-rectangular Shaped,10.0,False,110,0,2016,0,W,House,House,South,Road,5.0,Commercial Zone,80.0,400.0,1st quarter 2017,2017,1,,
63,Residential Land(Land and Building),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,15000000,,460,0,,,Semi-rectangular Shaped,20.0,False,320,0,1973,0,RC,"House, Shop",Other,East,City Road,6.0,Commercial Zone,80.0,400.0,4th quarter 2016,2016,4,,
64,Residential Land(Land Only),Commercial Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,34000000,,1200,0,28000.0,91000.0,Rectangular Shaped,24.0,False,,0,,0,,,,West,Prefectural Road,17.0,Commercial Zone,80.0,400.0,3rd quarter 2016,2016,3,,
65,Residential Land(Land and Building),Industrial Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,11000000,,145,0,,,Rectangular Shaped,6.0,False,100,0,1978,0,S,Warehouse,Warehouse,North,City Road,6.0,Commercial Zone,80.0,400.0,1st quarter 2016,2016,1,,
66,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,25000000,,500,0,50000.0,160000.0,Irregular Shaped,13.0,False,,0,,0,,,House,North,City Road,6.0,Commercial Zone,80.0,400.0,3rd quarter 2015,2015,3,,
67,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,4700000,,120,0,38000.0,130000.0,Rectangular Shaped,7.0,False,,0,,0,,,Shop,South,City Road,4.0,Category I Residential Zone,60.0,200.0,3rd quarter 2015,2015,3,,
68,Residential Land(Land Only),Commercial Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,12000000,,160,0,75000.0,250000.0,Rectangular Shaped,8.0,False,,0,,0,,,Warehouse,North,City Road,6.0,Commercial Zone,80.0,400.0,2nd quarter 2015,2015,2,,
69,Residential Land(Land Only),Commercial Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,11000000,,250,0,44000.0,150000.0,Rectangular Shaped,12.0,False,,0,,0,,,,North,City Road,6.0,Commercial Zone,80.0,400.0,3rd quarter 2014,2014,3,,
70,Residential Land(Land and Building),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,31000000,,580,0,,,Semi-rectangular Shaped,28.5,False,1300,0,1986,0,SRC,"Office, Warehouse, Shop",,South,Road,18.0,Commercial Zone,80.0,400.0,1st quarter 2014,2014,1,,Dealings in which auction or arbiter participates
71,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinsho,Gifu,30-60minutes,30,60,15000000,,360,0,42000.0,140000.0,Rectangular Shaped,16.5,False,,0,,0,,,,North,City Road,6.0,Commercial Zone,80.0,300.0,1st quarter 2014,2014,1,,
72,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinseiji,Gifu,30-60minutes,30,60,12000000,,175,0,68000.0,220000.0,Rectangular Shaped,14.0,False,,0,,0,,,House,West,City Road,6.0,Category I Residential Zone,60.0,200.0,3rd quarter 2019,2019,3,,
73,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinseiji,Gifu,30-60minutes,30,60,14000000,,175,0,78000.0,260000.0,Semi-rectangular Shaped,11.9,False,,0,,0,,,,South,Road,6.0,Category I Residential Zone,60.0,200.0,4th quarter 2018,2018,4,,
74,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinseiji,Gifu,30-60minutes,30,60,13000000,,175,0,74000.0,240000.0,Semi-rectangular Shaped,11.0,False,,0,,0,,,House,South,City Road,5.0,Category I Residential Zone,60.0,200.0,4th quarter 2018,2018,4,,
75,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinseiji,Gifu,30-60minutes,30,60,14000000,,175,0,81000.0,270000.0,Rectangular Shaped,11.8,False,,0,,0,,,House,South,City Road,6.0,Category I Residential Zone,60.0,200.0,3rd quarter 2018,2018,3,,
76,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinseiji,Gifu,30-60minutes,30,60,35000000,,1100,0,30000.0,100000.0,Semi-rectangular Shaped,22.0,False,,0,,0,,,,North,City Road,4.0,Category I Residential Zone,60.0,200.0,3rd quarter 2018,2018,3,,
77,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinseiji,Gifu,30-60minutes,30,60,60000000,,2000,1,27000.0,90000.0,Irregular Shaped,42.0,False,,0,,0,,,,South,City Road,5.0,Category I Residential Zone,60.0,200.0,4th quarter 2017,2017,4,,
78,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinseiji,Gifu,30-60minutes,30,60,12000000,,210,0,56000.0,190000.0,Rectangular Shaped,9.3,False,,0,,0,,,House,South,City Road,4.5,Category I Residential Zone,60.0,200.0,3rd quarter 2016,2016,3,,
79,Residential Land(Land and Building),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabeshinseiji,Gifu,30-60minutes,30,60,17000000,,125,0,,,Semi-trapezoidal Shaped,16.0,False,105,0,2014,0,W,House,House,Southeast,City Road,4.6,Category I Residential Zone,60.0,200.0,3rd quarter 2014,2014,3,,
80,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabetatsushin,Gifu,30-60minutes,30,60,10000000,,170,0,62000.0,210000.0,Semi-rectangular Shaped,12.0,False,,0,,0,,,House,Northeast,City Road,5.0,Quasi-industrial Zone,60.0,200.0,2nd quarter 2019,2019,2,,
81,Residential Land(Land and Building),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabetatsushin,Gifu,30-60minutes,30,60,20000000,,150,0,,,Rectangular Shaped,9.5,False,105,0,2018,0,W,House,House,Northwest,City Road,4.0,Quasi-industrial Zone,60.0,200.0,1st quarter 2019,2019,1,,
82,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabetatsushin,Gifu,30-60minutes,30,60,11000000,,380,0,29000.0,96000.0,Irregular Shaped,19.0,False,,0,,0,,,,Southeast,City Road,4.0,Quasi-industrial Zone,60.0,200.0,3rd quarter 2017,2017,3,,
83,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabetatsushin,Gifu,30-60minutes,30,60,9800000,,175,0,57000.0,190000.0,Semi-rectangular Shaped,10.0,False,,0,,0,,,,South,City Road,4.0,Quasi-industrial Zone,60.0,200.0,2nd quarter 2017,2017,2,,
84,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabetatsushin,Gifu,30-60minutes,30,60,9400000,,185,0,50000.0,170000.0,Rectangular Shaped,8.5,False,,0,,0,,,House,South,City Road,4.0,Quasi-industrial Zone,60.0,200.0,1st quarter 2017,2017,1,,
85,Residential Land(Land and Building),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabetatsushin,Gifu,30-60minutes,30,60,21000000,,220,0,,,Rectangular Shaped,8.0,False,105,0,2015,0,W,House,House,Northeast,City Road,5.0,Quasi-industrial Zone,60.0,200.0,1st quarter 2016,2016,1,,
86,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabetatsushin,Gifu,30-60minutes,30,60,16000000,,340,0,48000.0,160000.0,Rectangular Shaped,13.8,False,,0,,0,,,,Northwest,City Road,4.0,Quasi-industrial Zone,60.0,200.0,1st quarter 2016,2016,1,,
87,Residential Land(Land Only),Residential Area,21201,Gifu Prefecture,Gifu City,Akanabetatsushin,Gifu,30-60minutes,30,60,12000000,,270,0,45000.0,150000.0,Rectangular Shaped,13.0,False,,0,,0,,,,Southeast,City Road,4.0,Quasi-industrial Zone,60.0,200.0,4th quarter 2015,2015,4,,
