"PrefectureCode","MunicipalityCode","MunicipalityCodeInt","PrefectureJP","PrefectureKana","PrefectureEN","MunicipalityJP","MunicipalityKana","MunicipalityRomaji","MunicipalityEN"
"01","01362",1362,北海道,ホッカイドウ,Hokkaido,檜山郡上ノ国町,ヒヤマグンカミノクニチョウ,Hiyama Gun Kaminokuni Cho,Hiyama District Kaminokuni Town
"01","01363",1363,北海道,ホッカイドウ,Hokkaido,檜山郡厚沢部町,ヒヤマグンアッサブチョウ,Hiyama Gun Assabu Cho,Hiyama District Assabu Town
"01","01364",1364,北海道,ホッカイドウ,Hokkaido,爾志郡乙部町,ニシグンオトベチョウ,Nishi Gun Otobe Cho,Nishi District Otobe Town
"01","01367",1367,北海道,ホッカイドウ,Hokkaido,奥尻郡奥尻町,オクシリグンオクシリチョウ,Okushiri Gun Okushiri Cho,Okushiri District Okushiri Town
"01","01370",1370,北海道,ホッカイドウ,Hokkaido,瀬棚郡今金町,セタナグンイマカネチョウ,Setana Gun Imakane Cho,Setana District Imakane Town
"01","01371",1371,北海道,ホッカイドウ,Hokkaido,久遠郡せたな町,クドウグンセタナチョウ,Kudo Gun Setana Cho,Kudo District Setana Town
"01","01391",1391,北海道,ホッカイドウ,Hokkaido,島牧郡島牧村,シママキグンシママキムラ,Shimamaki Gun Shimamaki Mura,Shimamaki District Shimamaki Village
"01","01392",1392,北海道,ホッカイドウ,Hokkaido,寿都郡寿都町,スッツグンスッツチョウ,Suttsu Gun Suttsu Cho,Suttsu District Suttsu Town
"01","01393",1393,北海道,ホッカイドウ,Hokkaido,寿都郡黒松内町,スッツグンクロマツナイチョウ,Suttsu Gun Kuromatsunai Cho,Suttsu District Kuromatsunai Town
"01","01394",1394,北海道,ホッカイドウ,Hokkaido,磯谷郡蘭越町,イソヤグンランコシチョウ,Isoya Gun Rankoshi Cho,Isoya District Rankoshi Town
"01","01395",1395,北海道,ホッカイドウ,Hokkaido,虻田郡ニセコ町,アブタグンニセコチョウ,Abuta Gun Niseko Cho,Abuta District Niseko Town
"01","01396",1396,北海道,ホッカイドウ,Hokkaido,虻田郡真狩村,アブタグンマッカリムラ,Abuta Gun Makkari Mura,Abuta District Makkari Village
"01","01397",1397,北海道,ホッカイドウ,Hokkaido,虻田郡留寿都村,アブタグンルスツムラ,Abuta Gun Rusutsu Mura,Abuta District Rusutsu Village
"01","01398",1398,北海道,ホッカイドウ,Hokkaido,虻田郡喜茂別町,アブタグンキモベツチョウ,Abuta Gun Kimobetsu Cho,Abuta District Kimobetsu Town
"01","01399",1399,北海道,ホッカイドウ,Hokkaido,虻田郡京極町,アブタグンキョウゴクチョウ,Abuta Gun Kyogoku Cho,Abuta District Kyogoku Town
"01","01400",1400,北海道,ホッカイドウ,Hokkaido,虻田郡倶知安町,アブタグンクッチャンチョウ,Abuta Gun Kutchan Cho,Abuta District Kutchan Town
"01","01401",1401,北海道,ホッカイドウ,Hokkaido,岩内郡共和町,イワナイグンキョウワチョウ,Iwanai Gun Kyowa Cho,Iwanai District Kyowa Town
"01","01402",1402,北海道,ホッカイドウ,Hokkaido,岩内郡岩内町,イワナイグンイワナイチョウ,Iwanai Gun Iwanai Cho,Iwanai District Iwanai Town
"01","01403",1403,北海道,ホッカイドウ,Hokkaido,古宇郡泊村,フルウグントマリムラ,Furu Gun Tomari Mura,Furu District Tomari Village
"01","01404",1404,北海道,ホッカイドウ,Hokkaido,古宇郡神恵内村,フルウグンカモエナイムラ,Furu Gun Kamoenai Mura,Furu District Kamoenai Village
"01","01405",1405,北海道,ホッカイドウ,Hokkaido,積丹郡積丹町,シャコタングンシャコタンチョウ,Shakotan Gun Shakotan Cho,Shakotan District Shakotan Town
"01","01406",1406,北海道,ホッカイドウ,Hokkaido,古平郡古平町,フルビラグンフルビラチョウ,Furubira Gun Furubira Cho,Furubira District Furubira Town
"01","01407",1407,北海道,ホッカイドウ,Hokkaido,余市郡仁木町,ヨイチグンニキチョウ,Yoichi Gun Niki Cho,Yoichi District Niki Town
"01","01408",1408,北海道,ホッカイドウ,Hokkaido,余市郡余市町,ヨイチグンヨイチチョウ,Yoichi Gun Yoichi Cho,Yoichi District Yoichi Town
"01","01409",1409,北海道,ホッカイドウ,Hokkaido,余市郡赤井川村,ヨイチグンアカイガワムラ,Yoichi Gun Akaigawa Mura,Yoichi District Akaigawa Village
"01","01423",1423,北海道,ホッカイドウ,Hokkaido,空知郡南幌町,ソラチグンナンポロチョウ,Sorachi Gun Namporo Cho,Sorachi District Namporo Town
"01","01424",1424,北海道,ホッカイドウ,Hokkaido,空知郡奈井江町,ソラチグンナイエチョウ,Sorachi Gun Naie Cho,Sorachi District Naie Town
"01","01425",1425,北海道,ホッカイドウ,Hokkaido,空知郡上砂川町,ソラチグンカミスナガワチョウ,Sorachi Gun Kamisunagawa Cho,Sorachi District Kamisunagawa Town
"01","01427",1427,北海道,ホッカイドウ,Hokkaido,夕張郡由仁町,ユウバリグンユニチョウ,Yubari Gun Yuni Cho,Yubari District Yuni Town
"01","01428",1428,北海道,ホッカイドウ,Hokkaido,夕張郡長沼町,ユウバリグンナガヌマチョウ,Yubari Gun Naganuma Cho,Yubari District Naganuma Town
"01","01429",1429,北海道,ホッカイドウ,Hokkaido,夕張郡栗山町,ユウバリグンクリヤマチョウ,Yubari Gun Kuriyama Cho,Yubari District Kuriyama Town
"01","01430",1430,北海道,ホッカイドウ,Hokkaido,樺戸郡月形町,カバトグンツキガタチョウ,Kabato Gun Tsukigata Cho,Kabato District Tsukigata Town
"01","01431",1431,北海道,ホッカイドウ,Hokkaido,樺戸郡浦臼町,カバトグンウラウスチョウ,Kabato Gun Urausu Cho,Kabato District Urausu Town
"01","01432",1432,北海道,ホッカイドウ,Hokkaido,樺戸郡新十津川町,カバトグンシントツカワチョウ,Kabato Gun Shintotsukawa Cho,Kabato District Shintotsukawa Town
"01","01433",1433,北海道,ホッカイドウ,Hokkaido,雨竜郡妹背牛町,ウリュウグンモセウシチョウ,Uryu Gun Moseushi Cho,Uryu District Moseushi Town
"01","01434",1434,北海道,ホッカイドウ,Hokkaido,雨竜郡秩父別町,ウリュウグンチップベツチョウ,Uryu Gun Chippubetsu Cho,Uryu District Chippubetsu Town
"01","01436",1436,北海道,ホッカイドウ,Hokkaido,雨竜郡雨竜町,ウリュウグンウリュウチョウ,Uryu Gun Uryu Cho,Uryu District Uryu Town
"01","01437",1437,北海道,ホッカイドウ,Hokkaido,雨竜郡北竜町,ウリュウグンホクリュウチョウ,Uryu Gun Hokuryu Cho,Uryu District Hokuryu Town
"01","01438",1438,北海道,ホッカイドウ,Hokkaido,雨竜郡沼田町,ウリュウグンヌマタチョウ,Uryu Gun Numata Cho,Uryu District Numata Town
"01","01452",1452,北海道,ホッカイドウ,Hokkaido,上川郡鷹栖町,カミカワグンタカスチョウ,Kamikawa Gun Takasu Cho,Kamikawa District Takasu Town
"01","01453",1453,北海道,ホッカイドウ,Hokkaido,上川郡東神楽町,カミカワグンヒガシカグラチョウ,Kamikawa Gun Higashikagura Cho,Kamikawa District Higashikagura Town
"01","01454",1454,北海道,ホッカイドウ,Hokkaido,上川郡当麻町,カミカワグントウマチョウ,Kamikawa Gun Toma Cho,Kamikawa District Toma Town
"01","01455",1455,北海道,ホッカイドウ,Hokkaido,上川郡比布町,カミカワグンピップチョウ,Kamikawa Gun Pippu Cho,Kamikawa District Pippu Town
"01","01456",1456,北海道,ホッカイドウ,Hokkaido,上川郡愛別町,カミカワグンアイベツチョウ,Kamikawa Gun Aibetsu Cho,Kamikawa District Aibetsu Town
"01","01457",1457,北海道,ホッカイドウ,Hokkaido,上川郡上川町,カミカワグンカミカワチョウ,Kamikawa Gun Kamikawa Cho,Kamikawa District Kamikawa Town
"01","01458",1458,北海道,ホッカイドウ,Hokkaido,上川郡東川町,カミカワグンヒガシカワチョウ,Kamikawa Gun Higashikawa Cho,Kamikawa District Higashikawa Town
"01","01459",1459,北海道,ホッカイドウ,Hokkaido,上川郡美瑛町,カミカワグンビエイチョウ,Kamikawa Gun Biei Cho,Kamikawa District Biei Town
"01","01460",1460,北海道,ホッカイドウ,Hokkaido,空知郡上富良野町,ソラチグンカミフラノチョウ,Sorachi Gun Kamifurano Cho,Sorachi District Kamifurano Town
"01","01461",1461,北海道,ホッカイドウ,Hokkaido,空知郡中富良野町,ソラチグンナカフラノチョウ,Sorachi Gun Nakafurano Cho,Sorachi District Nakafurano Town
"01","01462",1462,北海道,ホッカイドウ,Hokkaido,空知郡南富良野町,ソラチグンミナミフラノチョウ,Sorachi Gun Minamifurano Cho,Sorachi District Minamifurano Town
"01","01463",1463,北海道,ホッカイドウ,Hokkaido,勇払郡占冠村,ユウフツグンシムカップムラ,Yufutsu Gun Shimukappu Mura,Yufutsu District Shimukappu Village
"01","01464",1464,北海道,ホッカイドウ,Hokkaido,上川郡和寒町,カミカワグンワッサムチョウ,Kamikawa Gun Wassamu Cho,Kamikawa District Wassamu Town
"01","01465",1465,北海道,ホッカイドウ,Hokkaido,上川郡剣淵町,カミカワグンケンブチチョウ,Kamikawa Gun Kembuchi Cho,Kamikawa District Kembuchi Town
"01","01468",1468,北海道,ホッカイドウ,Hokkaido,上川郡下川町,カミカワグンシモカワチョウ,Kamikawa Gun Shimokawa Cho,Kamikawa District Shimokawa Town
"01","01469",1469,北海道,ホッカイドウ,Hokkaido,中川郡美深町,ナカガワグンビフカチョウ,Nakagawa Gun Bifuka Cho,Nakagawa District Bifuka Town
"01","01470",1470,北海道,ホッカイドウ,Hokkaido,中川郡音威子府村,ナカガワグンオトイネップムラ,Nakagawa Gun Otoineppu Mura,Nakagawa District Otoineppu Village
"01","01471",1471,北海道,ホッカイドウ,Hokkaido,中川郡中川町,ナカガワグンナカガワチョウ,Nakagawa Gun Nakagawa Cho,Nakagawa District Nakagawa Town
"01","01472",1472,北海道,ホッカイドウ,Hokkaido,雨竜郡幌加内町,ウリュウグンホロカナイチョウ,Uryu Gun Horokanai Cho,Uryu District Horokanai Town
"01","01481",1481,北海道,ホッカイドウ,Hokkaido,増毛郡増毛町,マシケグンマシケチョウ,Mashike Gun Mashike Cho,Mashike District Mashike Town
"01","01482",1482,北海道,ホッカイドウ,Hokkaido,留萌郡小平町,ルモイグンオビラチョウ,Rumoi Gun Obira Cho,Rumoi District Obira Town
"01","01483",1483,北海道,ホッカイドウ,Hokkaido,苫前郡苫前町,トママエグントママエチョウ,Tomamae Gun Tomamae Cho,Tomamae District Tomamae Town
"01","01484",1484,北海道,ホッカイドウ,Hokkaido,苫前郡羽幌町,トママエグンハボロチョウ,Tomamae Gun Haboro Cho,Tomamae District Haboro Town
"01","01485",1485,北海道,ホッカイドウ,Hokkaido,苫前郡初山別村,トママエグンショサンベツムラ,Tomamae Gun Shosambetsu Mura,Tomamae District Shosambetsu Village
"01","01486",1486,北海道,ホッカイドウ,Hokkaido,天塩郡遠別町,テシオグンエンベツチョウ,Teshio Gun Embetsu Cho,Teshio District Embetsu Town
"01","01487",1487,北海道,ホッカイドウ,Hokkaido,天塩郡天塩町,テシオグンテシオチョウ,Teshio Gun Teshio Cho,Teshio District Teshio Town
"01","01511",1511,北海道,ホッカイドウ,Hokkaido,宗谷郡猿払村,ソウヤグンサルフツムラ,Soya Gun Sarufutsu Mura,Soya District Sarufutsu Village
"01","01512",1512,北海道,ホッカイドウ,Hokkaido,枝幸郡浜頓別町,エサシグンハマトンベツチョウ,Esashi Gun Hamatombetsu Cho,Esashi District Hamatombetsu Town
"01","01513",1513,北海道,ホッカイドウ,Hokkaido,枝幸郡中頓別町,エサシグンナカトンベツチョウ,Esashi Gun Nakatombetsu Cho,Esashi District Nakatombetsu Town
"01","01514",1514,北海道,ホッカイドウ,Hokkaido,枝幸郡枝幸町,エサシグンエサシチョウ,Esashi Gun Esashi Cho,Esashi District Esashi Town
"01","01516",1516,北海道,ホッカイドウ,Hokkaido,天塩郡豊富町,テシオグントヨトミチョウ,Teshio Gun Toyotomi Cho,Teshio District Toyotomi Town
"01","01517",1517,北海道,ホッカイドウ,Hokkaido,礼文郡礼文町,レブングンレブンチョウ,Rebun Gun Rebun Cho,Rebun District Rebun Town
"01","01518",1518,北海道,ホッカイドウ,Hokkaido,利尻郡利尻町,リシリグンリシリチョウ,Rishiri Gun Rishiri Cho,Rishiri District Rishiri Town
"01","01519",1519,北海道,ホッカイドウ,Hokkaido,利尻郡利尻富士町,リシリグンリシリフジチョウ,Rishiri Gun Rishirifuji Cho,Rishiri District Rishirifuji Town
"01","01520",1520,北海道,ホッカイドウ,Hokkaido,天塩郡幌延町,テシオグンホロノベチョウ,Teshio Gun Horonobe Cho,Teshio District Horonobe Town
"01","01543",1543,北海道,ホッカイドウ,Hokkaido,網走郡美幌町,アバシリグンビホロチョウ,Abashiri Gun Bihoro Cho,Abashiri District Bihoro Town
"01","01544",1544,北海道,ホッカイドウ,Hokkaido,網走郡津別町,アバシリグンツベツチョウ,Abashiri Gun Tsubetsu Cho,Abashiri District Tsubetsu Town
"01","01545",1545,北海道,ホッカイドウ,Hokkaido,斜里郡斜里町,シャリグンシャリチョウ,Shari Gun Shari Cho,Shari District Shari Town
"01","01546",1546,北海道,ホッカイドウ,Hokkaido,斜里郡清里町,シャリグンキヨサトチョウ,Shari Gun Kiyosato Cho,Shari District Kiyosato Town
"01","01547",1547,北海道,ホッカイドウ,Hokkaido,斜里郡小清水町,シャリグンコシミズチョウ,Shari Gun Koshimizu Cho,Shari District Koshimizu Town
"01","01549",1549,北海道,ホッカイドウ,Hokkaido,常呂郡訓子府町,トコログンクンネップチョウ,Tokoro Gun Kunneppu Cho,Tokoro District Kunneppu Town
"01","01550",1550,北海道,ホッカイドウ,Hokkaido,常呂郡置戸町,トコログンオケトチョウ,Tokoro Gun Oketo Cho,Tokoro District Oketo Town
"01","01552",1552,北海道,ホッカイドウ,Hokkaido,常呂郡佐呂間町,トコログンサロマチョウ,Tokoro Gun Saroma Cho,Tokoro District Saroma Town
"01","01555",1555,北海道,ホッカイドウ,Hokkaido,紋別郡遠軽町,モンベツグンエンガルチョウ,Mombetsu Gun Engaru Cho,Mombetsu District Engaru Town
"01","01559",1559,北海道,ホッカイドウ,Hokkaido,紋別郡湧別町,モンベツグンユウベツチョウ,Mombetsu Gun Yubetsu Cho,Mombetsu District Yubetsu Town
"01","01560",1560,北海道,ホッカイドウ,Hokkaido,紋別郡滝上町,モンベツグンタキノウエチョウ,Mombetsu Gun Takinoe Cho,Mombetsu District Takinoe Town
"01","01561",1561,北海道,ホッカイドウ,Hokkaido,紋別郡興部町,モンベツグンオコッペチョウ,Mombetsu Gun Okoppe Cho,Mombetsu District Okoppe Town
"01","01562",1562,北海道,ホッカイドウ,Hokkaido,紋別郡西興部村,モンベツグンニシオコッペムラ,Mombetsu Gun Nishiokoppe Mura,Mombetsu District Nishiokoppe Village
"01","01563",1563,北海道,ホッカイドウ,Hokkaido,紋別郡雄武町,モンベツグンオウムチョウ,Mombetsu Gun Omu Cho,Mombetsu District Omu Town
"01","01564",1564,北海道,ホッカイドウ,Hokkaido,網走郡大空町,アバシリグンオオゾラチョウ,Abashiri Gun Ozora Cho,Abashiri District Ozora Town
"01","01571",1571,北海道,ホッカイドウ,Hokkaido,虻田郡豊浦町,アブタグントヨウラチョウ,Abuta Gun Toyora Cho,Abuta District Toyora Town
"01","01575",1575,北海道,ホッカイドウ,Hokkaido,有珠郡壮瞥町,ウスグンソウベツチョウ,Usu Gun Sobetsu Cho,Usu District Sobetsu Town
"01","01578",1578,北海道,ホッカイドウ,Hokkaido,白老郡白老町,シラオイグンシラオイチョウ,Shiraoi Gun Shiraoi Cho,Shiraoi District Shiraoi Town
"01","01581",1581,北海道,ホッカイドウ,Hokkaido,勇払郡厚真町,ユウフツグンアツマチョウ,Yufutsu Gun Atsuma Cho,Yufutsu District Atsuma Town
"01","01584",1584,北海道,ホッカイドウ,Hokkaido,虻田郡洞爺湖町,アブタグントウヤコチョウ,Abuta Gun Toyako Cho,Abuta District Toyako Town
"01","01585",1585,北海道,ホッカイドウ,Hokkaido,勇払郡安平町,ユウフツグンアビラチョウ,Yufutsu Gun Abira Cho,Yufutsu District Abira Town
"01","01586",1586,北海道,ホッカイドウ,Hokkaido,勇払郡むかわ町,ユウフツグンムカワチョウ,Yufutsu Gun Mukawa Cho,Yufutsu District Mukawa Town
"01","01601",1601,北海道,ホッカイドウ,Hokkaido,沙流郡日高町,サルグンヒダカチョウ,Saru Gun Hidaka Cho,Saru District Hidaka Town
"01","01602",1602,北海道,ホッカイドウ,Hokkaido,沙流郡平取町,サルグンビラトリチョウ,Saru Gun Biratori Cho,Saru District Biratori Town
"01","01604",1604,北海道,ホッカイドウ,Hokkaido,新冠郡新冠町,ニイカップグンニイカップチョウ,Niikappu Gun Niikappu Cho,Niikappu District Niikappu Town
"01","01607",1607,北海道,ホッカイドウ,Hokkaido,浦河郡浦河町,ウラカワグンウラカワチョウ,Urakawa Gun Urakawa Cho,Urakawa District Urakawa Town
"01","01608",1608,北海道,ホッカイドウ,Hokkaido,様似郡様似町,サマニグンサマニチョウ,Samani Gun Samani Cho,Samani District Samani Town
"01","01609",1609,北海道,ホッカイドウ,Hokkaido,幌泉郡えりも町,ホロイズミグンエリモチョウ,Horoizumi Gun Erimo Cho,Horoizumi District Erimo Town
"01","01610",1610,北海道,ホッカイドウ,Hokkaido,日高郡新ひだか町,ヒダカグンシンヒダカチョウ,Hidaka Gun Shinhidaka Cho,Hidaka District Shinhidaka Town
"01","01631",1631,北海道,ホッカイドウ,Hokkaido,河東郡音更町,カトウグンオトフケチョウ,Kato Gun Otofuke Cho,Kato District Otofuke Town
"01","01632",1632,北海道,ホッカイドウ,Hokkaido,河東郡士幌町,カトウグンシホロチョウ,Kato Gun Shihoro Cho,Kato District Shihoro Town
"01","01633",1633,北海道,ホッカイドウ,Hokkaido,河東郡上士幌町,カトウグンカミシホロチョウ,Kato Gun Kamishihoro Cho,Kato District Kamishihoro Town
"01","01634",1634,北海道,ホッカイドウ,Hokkaido,河東郡鹿追町,カトウグンシカオイチョウ,Kato Gun Shikaoi Cho,Kato District Shikaoi Town
"01","01635",1635,北海道,ホッカイドウ,Hokkaido,上川郡新得町,カミカワグンシントクチョウ,Kamikawa Gun Shintoku Cho,Kamikawa District Shintoku Town
"01","01636",1636,北海道,ホッカイドウ,Hokkaido,上川郡清水町,カミカワグンシミズチョウ,Kamikawa Gun Shimizu Cho,Kamikawa District Shimizu Town
"01","01637",1637,北海道,ホッカイドウ,Hokkaido,河西郡芽室町,カサイグンメムロチョウ,Kasai Gun Memuro Cho,Kasai District Memuro Town
"01","01638",1638,北海道,ホッカイドウ,Hokkaido,河西郡中札内村,カサイグンナカサツナイムラ,Kasai Gun Nakasatsunai Mura,Kasai District Nakasatsunai Village
"01","01639",1639,北海道,ホッカイドウ,Hokkaido,河西郡更別村,カサイグンサラベツムラ,Kasai Gun Sarabetsu Mura,Kasai District Sarabetsu Village
"01","01641",1641,北海道,ホッカイドウ,Hokkaido,広尾郡大樹町,ヒロオグンタイキチョウ,Hiro Gun Taiki Cho,Hiro District Taiki Town
"01","01642",1642,北海道,ホッカイドウ,Hokkaido,広尾郡広尾町,ヒロオグンヒロオチョウ,Hiro Gun Hiro Cho,Hiro District Hiro Town
"01","01643",1643,北海道,ホッカイドウ,Hokkaido,中川郡幕別町,ナカガワグンマクベツチョウ,Nakagawa Gun Makubetsu Cho,Nakagawa District Makubetsu Town
"01","01644",1644,北海道,ホッカイドウ,Hokkaido,中川郡池田町,ナカガワグンイケダチョウ,Nakagawa Gun Ikeda Cho,Nakagawa District Ikeda Town
"01","01645",1645,北海道,ホッカイドウ,Hokkaido,中川郡豊頃町,ナカガワグントヨコロチョウ,Nakagawa Gun Toyokoro Cho,Nakagawa District Toyokoro Town
"01","01646",1646,北海道,ホッカイドウ,Hokkaido,中川郡本別町,ナカガワグンホンベツチョウ,Nakagawa Gun Hombetsu Cho,Nakagawa District Hombetsu Town
